Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_000913.3	3587370	3588113		minus	glycerophosphodiester phosphodiesterase UgpQ	ugpQ	947955	protein-coding		NP_417906.1	247	b3449
NC_000913.3	3588110	3589180		minus	sn-glycerol 3-phosphate ABC transporter ATP binding subunit	ugpC	947953	protein-coding		NP_417907.2	356	b3450
NC_000913.3	3589182	3590027		minus	sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE	ugpE	947959	protein-coding		NP_417908.1	281	b3451
NC_000913.3	3590024	3590911		minus	sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA	ugpA	947957	protein-coding		NP_417909.1	295	b3452
NC_000913.3	3591009	3592325		minus	sn-glycerol 3-phosphate ABC transporter periplasmic binding protein	ugpB	947962	protein-coding		NP_417910.1	438	b3453
NC_000913.3	3592724	3593437		minus	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF	livF	947961	protein-coding		NP_417911.4	237	b3454
NC_000913.3	3593439	3594206		minus	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG	livG	947967	protein-coding		NP_417912.1	255	b3455
NC_000913.3	3594203	3595480		minus	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM	livM	947966	protein-coding		NP_417913.1	425	b3456
NC_000913.3	3595477	3596403		minus	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH	livH	947965	protein-coding		NP_417914.1	308	b3457
NC_000913.3	3596451	3597560		minus	L-leucine/L-phenylalanine ABC transporter periplasmic binding protein	livK	947964	protein-coding		NP_417915.1	369	b3458
NC_000913.3	3597984	3598367		plus	PanD maturation factor	panZ	947963	protein-coding		NP_417916.1	127	b3459
NC_000913.3	3598555	3599658		minus	branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein	livJ	947971	protein-coding		YP_026223.1	367	b3460
NC_000913.3	3599929	3600783		minus	RNA polymerase sigma factor RpoH	rpoH	947970	protein-coding		NP_417918.1	284	b3461
NC_000913.3	3601028	3602086		minus	cell division protein FtsX	ftsX	947969	protein-coding		NP_417919.1	352	b3462
NC_000913.3	3602079	3602747		minus	cell division protein FtsE	ftsE	947968	protein-coding		NP_417920.1	222	b3463
NC_000913.3	3602750	3604243		minus	signal recognition particle receptor	ftsY	947978	protein-coding		NP_417921.1	497	b3464
NC_000913.3	3604393	3604989		plus	16S rRNA m(2)G966 methyltransferase	rsmD	947977	protein-coding		NP_417922.1	198	b3465
NC_000913.3	3604979	3605248		plus	DUF1145 domain-containing protein YhhL	yhhL	947976	protein-coding		NP_417923.1	89	b3466
NC_000913.3	3605251	3605610		minus	DUF2500 domain-containing protein YhhM	yhhM	947975	protein-coding		NP_417924.1	119	b3467
NC_000913.3	3605751	3606377		plus	PF07947 family protein YhhN	yhhN	947973	protein-coding		NP_417925.1	208	b3468
NC_000913.3	3606451	3608649		plus	Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase	zntA	947972	protein-coding		NP_417926.1	732	b3469
NC_000913.3	3608751	3608996		minus	sulfur transfer protein TusA	tusA	947974	protein-coding		NP_417927.1	81	b3470
NC_000913.3	3609217	3609882		plus	queuosine precursor transporter	yhhQ	947984	protein-coding		NP_417928.1	221	b3471
NC_000913.3	3609955	3610512		plus	periplasmic bacteriophage sensitivity protein DcrB	dcrB	947983	protein-coding		NP_417929.4	185	b3472
NC_000913.3	3610516	3611733		minus	putative transporter YhhS	yhhS	947982	protein-coding		NP_417930.2	405	b3473
NC_000913.3	3611865	3612914		plus	putative transporter YhhT	yhhT	947980	protein-coding		NP_417931.4	349	b3474
NC_000913.3	3612969	3613556		plus	holo-[acyl carrier protein] synthase 2	acpT	947979	protein-coding		NP_417932.1	195	b3475
NC_000913.3	3613667	3615241		plus	Ni(2(+)) ABC transporter periplasmic binding protein	nikA	947981	protein-coding		NP_417933.1	524	b3476
NC_000913.3	3615241	3616185		plus	Ni(2(+)) ABC transporter membrane subunit NikB	nikB	947986	protein-coding		NP_417934.1	314	b3477
NC_000913.3	3616182	3617015		plus	Ni(2(+)) ABC transporter membrane subunit NikC	nikC	947990	protein-coding		NP_417935.1	277	b3478
NC_000913.3	3617015	3617779		plus	Ni(2(+)) ABC transporter ATP binding subunit NikD	nikD	947989	protein-coding		NP_417936.1	254	b3479
NC_000913.3	3617776	3618582		plus	Ni(2(+)) ABC transporter ATP binding subunit NikE	nikE	947987	protein-coding		NP_417937.1	268	b3480
NC_000913.3	3618588	3618989		plus	DNA-binding transcriptional repressor NikR	nikR	947995	protein-coding		NP_417938.1	133	b3481
NC_000913.3	3619192	3623427		plus	rhs element protein RhsB	rhsB	947994	protein-coding		YP_026224.1	1411	b3482
NC_000913.3	3623399	3623782		plus	PF15631 family protein YhhH	yhhH	947993	protein-coding		NP_417940.2	127	b3483
NC_000913.3	3623887	3624132		plus	uncharacterized gene	yrhC	1450291	pseudogene				b4552
NC_000913.3	3624378	3625514		plus	putative transposase	yhhI	947992	protein-coding		NP_417941.1	378	b3484
NC_000913.3	3625679	3626803		minus	ABC transporter family protein YhhJ	yhhJ	947991	protein-coding		NP_417942.6	374	b3485
NC_000913.3	3626803	3629538		minus	ribosome-associated ATPase	rbbA	947998	protein-coding		YP_026225.1	911	b3486
NC_000913.3	3629535	3630602		minus	putative membrane fusion protein YhiI	yhiI	948003	protein-coding		NP_417944.1	355	b3487
NC_000913.3	3630665	3630778		minus	protein YhiY	yhiY	63925653	protein-coding		YP_010051203.1	37	b4790
NC_000913.3	3630968	3632590		minus	DUF4049 domain-containing protein YhiJ	yhiJ	948001	protein-coding		NP_417945.1	540	b3488
NC_000913.3	3632852	3634458		minus	uncharacterized gene	yhiL	947999	pseudogene				b4660
NC_000913.3	3634841	3635893		plus	inner membrane protein YhiM	yhiM	947997	protein-coding		NP_417948.4	350	b3491
NC_000913.3	3636208	3637410		minus	putative oxidoreductase YhiN	yhiN	947996	protein-coding		NP_417949.1	400	b3492
NC_000913.3	3637642	3639141		plus	metal phosphate:H(+) symporter PitA	pitA	948009	protein-coding		NP_417950.1	499	b3493
NC_000913.3	3639385	3639720		minus	universal stress protein B	uspB	948008	protein-coding		NP_417951.1	111	b3494
NC_000913.3	3640111	3640545		plus	universal stress protein A	uspA	948007	protein-coding		NP_417952.1	144	b3495
NC_000913.3	3640612	3640686		minus	protein YriA	yriA	63925654	protein-coding		YP_010051204.1	24	b4791
NC_000913.3	3640643	3640696		minus	protein YriB	yriB	63925655	protein-coding		YP_010051205.1	17	b4792
NC_000913.3	3640862	3642331		plus	dipeptide/tripeptide:H(+) symporter DtpB	dtpB	948006	protein-coding		NP_417953.1	489	b3496
NC_000913.3	3642380	3643132		minus	16S rRNA m(2)G1516 methyltransferase	rsmJ	948005	protein-coding		NP_417954.1	250	b3497
NC_000913.3	3643140	3645182		minus	oligopeptidase A	prlC	948016	protein-coding		NP_417955.1	680	b3498
NC_000913.3	3645385	3646227		plus	23S rRNA m(6)A2030 methyltransferase	rlmJ	948012	protein-coding		NP_417956.1	280	b3499
NC_000913.3	3646299	3647651		plus	glutathione reductase (NADPH)	gor	948014	protein-coding		NP_417957.1	450	b3500
NC_000913.3	3647705	3647788		minus	membrane toxin DinQ	dinQ	5061522	protein-coding		YP_001165328.2	27	b4613
NC_000913.3	3648063	3648144		plus	small RNA AgrA	agrA	19351531	ncRNA				b4712
NC_000913.3	3648294	3648375		plus	small regulatory RNA AgrB	agrB	19351532	ncRNA				b4713
NC_000913.3	3648528	3648881		plus	DNA-binding transcriptional repressor ArsR	arsR	948013	protein-coding		NP_417958.1	117	b3501
NC_000913.3	3648935	3650224		plus	arsenite/antimonite:H(+) antiporter	arsB	948011	protein-coding		NP_417959.4	429	b3502
NC_000913.3	3650237	3650662		plus	arsenate reductase	arsC	948018	protein-coding		NP_417960.1	141	b3503
NC_000913.3	3651291	3653713		plus	uncharacterized gene	yhiS	948017	pseudogene				b3504
NC_000913.3	3652182	3653162		minus	IS5 family transposase and trans-activator	insH11	948015	protein-coding		NP_417685.2	326	b3505
NC_000913.3	3653961	3654527		plus	starvation lipoprotein	slp	948022	protein-coding		NP_417963.4	188	b3506
NC_000913.3	3654683	3655213		plus	putative DNA-binding transcriptional regulator DctR	dctR	948021	protein-coding		NP_417964.1	176	b3507
NC_000913.3	3655255	3655902		minus	inner membrane protein YhiD	yhiD	948019	protein-coding		NP_417965.1	215	b3508
NC_000913.3	3655966	3656292		minus	periplasmic acid stress chaperone HdeB	hdeB	948026	protein-coding		NP_417966.4	108	b3509
NC_000913.3	3656408	3656740		minus	periplasmic acid stress chaperone HdeA	hdeA	948025	protein-coding		NP_417967.1	110	b3510
NC_000913.3	3656995	3657567		plus	acid-resistance membrane protein	hdeD	948024	protein-coding		NP_417968.1	190	b3511
NC_000913.3	3657985	3658054		minus	small regulatory RNA ArrS	arrS	11115378	ncRNA				b4704
NC_000913.3	3658366	3658893		plus	DNA-binding transcriptional activator GadE	gadE	948023	protein-coding		NP_417969.1	175	b3512
NC_000913.3	3658992	3659082		plus	small regulatory RNA GadF	gadF	38094974	ncRNA				b4718
NC_000913.3	3659232	3660389		plus	multidrug efflux pump membrane fusion protein MdtE	mdtE	948031	protein-coding		NP_417970.1	385	b3513
NC_000913.3	3660414	3663527		plus	multidrug efflux pump RND permease MdtF	mdtF	948030	protein-coding		NP_417971.1	1037	b3514
NC_000913.3	3663890	3664618		minus	DNA-binding transcriptional dual regulator GadW	gadW	948029	protein-coding		NP_417972.1	242	b3515
NC_000913.3	3664864	3664969		plus	small regulatory RNA GadY	gadY	2847729	ncRNA				b4452
NC_000913.3	3664986	3665810		minus	DNA-binding transcriptional dual regulator GadX	gadX	948028	protein-coding		NP_417973.1	274	b3516
NC_000913.3	3666180	3667580		minus	glutamate decarboxylase A	gadA	948027	protein-coding		NP_417974.1	466	b3517
NC_000913.3	3667791	3669188		minus	cytochrome c peroxidase	ccp	948038	protein-coding		NP_417975.1	465	b3518
NC_000913.3	3669592	3671241		plus	cytoplasmic trehalase	treF	948037	protein-coding		NP_417976.1	549	b3519
NC_000913.3	3671292	3671894		minus	putative DNA-binding transcriptional regulator YhjB	yhjB	948036	protein-coding		NP_417977.1	200	b3520
NC_000913.3	3672414	3673313		plus	putative DNA-binding transcriptional regulator YhjC	rcdB	948035	protein-coding		NP_417978.2	299	b3521
NC_000913.3	3673362	3674375		plus	putative transporter YhjD	yhjD	948033	protein-coding		NP_417979.1	337	b3522
NC_000913.3	3674786	3676108		plus	putative transporter YhjE	yhjE	948032	protein-coding		NP_417980.1	440	b3523
NC_000913.3	3676290	3678350		minus	AsmA family protein YhjG	yhjG	948043	protein-coding		NP_417981.2	686	b3524
NC_000913.3	3678420	3679187		minus	c-di-GMP phosphodiesterase PdeH	pdeH	948042	protein-coding		NP_417982.2	255	b3525
NC_000913.3	3679419	3680348		plus	2-dehydro-3-deoxygluconokinase	kdgK	948041	protein-coding		NP_417983.2	309	b3526
NC_000913.3	3680444	3681940		minus	peptidase M16 family protein YhjJ	yhjJ	948040	protein-coding		NP_417984.1	498	b3527
NC_000913.3	3682161	3683447		minus	C4 dicarboxylate/orotate:H(+) symporter	dctA	948039	protein-coding		NP_417985.1	428	b3528
NC_000913.3	3683630	3685618		minus	c-di-GMP phosphodiesterase PdeK	pdeK	948048	protein-coding		NP_417986.4	662	b3529
NC_000913.3	3685700	3689173		minus	cellulose synthase outer membrane channel	bcsC	948047	protein-coding		YP_026226.4	1157	b3530
NC_000913.3	3689155	3690261		minus	endo-1,4-D-glucanase	bcsZ	948046	protein-coding		NP_417988.1	368	b3531
NC_000913.3	3690268	3692607		minus	cellulose synthase periplasmic subunit	bcsB	948045	protein-coding		NP_417989.1	779	b3532
NC_000913.3	3692618	3695236		minus	cellulose synthase catalytic subunit	bcsA	948053	protein-coding		NP_417990.4	872	b3533
NC_000913.3	3695233	3695985		minus	uncharacterized gene	bcsQ	948052	pseudogene				b3534
NC_000913.3	3695997	3696185		minus	PF10945 family protein YhjR	yhjR	948051	protein-coding		NP_417992.1	62	b3535
NC_000913.3	3696458	3698029		plus	c-di-GMP-binding protein BcsE	bcsE	948050	protein-coding		NP_417993.1	523	b3536
NC_000913.3	3698026	3698217		plus	putative cellulose biosynthesis protein BcsF	bcsF	948059	protein-coding		NP_417994.2	63	b3537
NC_000913.3	3698214	3699893		plus	cellulose phosphoethanolamine transferase	bcsG	948058	protein-coding		NP_417995.1	559	b3538
NC_000913.3	3699980	3700087		minus	small toxic polypeptide LdrD	ldrD	2847730	protein-coding		YP_026227.1	35	b4453
NC_000913.3	3700136	3700199		plus	antisense regulatory RNA RdlD	rdlD	2847731	ncRNA				b4454
NC_000913.3	3700563	3701834		plus	putative transporter YhjV	yhjV	948057	protein-coding		NP_417996.1	423	b3539
NC_000913.3	3701864	3702868		minus	dipeptide ABC transporter ATP binding subunit DppF	dppF	948056	protein-coding		NP_417997.1	334	b3540
NC_000913.3	3702865	3703848		minus	dipeptide ABC transporter ATP binding subunit DppD	dppD	948065	protein-coding		NP_417998.1	327	b3541
NC_000913.3	3703859	3704761		minus	dipeptide ABC transporter membrane subunit DppC	dppC	948064	protein-coding		NP_417999.1	300	b3542
NC_000913.3	3704771	3705790		minus	dipeptide ABC transporter membrane subunit DppB	dppB	948063	protein-coding		NP_418000.1	339	b3543
NC_000913.3	3706098	3707705		minus	dipeptide ABC transporter periplasmic binding protein	dppA	948062	protein-coding		NP_418001.1	535	b3544
NC_000913.3	3708616	3708692		minus	tRNA-Pro	proK	948061	tRNA				b3545
NC_000913.3	3708784	3710475		minus	phosphoethanolamine transferase EptB	eptB	948068	protein-coding		NP_418002.2	563	b3546
NC_000913.3	3710799	3712007		minus	putative transporter YhjX	yhjX	948066	protein-coding		NP_418003.1	402	b3547
NC_000913.3	3712236	3712934		minus	putative outer membrane protein YhjY	yhjY	948073	protein-coding		NP_418004.4	232	b3548
NC_000913.3	3713092	3713655		plus	3-methyl-adenine DNA glycosylase I, constitutive	tag	947137	protein-coding		NP_418005.1	187	b3549
NC_000913.3	3713652	3714092		plus	peptidyl-lysine N-acetyltransferase YiaC	yiaC	946460	protein-coding		NP_418006.1	146	b3550
NC_000913.3	3714061	3716394		minus	biotin sulfoxide reductase	bisC	946915	protein-coding		NP_418007.3	777	b3551
NC_000913.3	3716547	3717206		plus	PF13488 family lipoprotein YiaD	yiaD	948075	protein-coding		YP_026228.1	219	b3552
NC_000913.3	3717310	3718284		plus	glyoxylate reductase	ghrB	948074	protein-coding		NP_418009.2	324	b3553
NC_000913.3	3718334	3719044		minus	DUF3053 domain-containing protein YiaF	yiaF	948072	protein-coding		NP_418010.2	236	b3554
NC_000913.3	3719478	3719768		plus	putative DNA-binding transcriptional regulator YiaG	yiaG	948071	protein-coding		NP_418011.1	96	b3555
NC_000913.3	3720049	3720261		plus	cold shock protein CspA	cspA	948070	protein-coding		NP_418012.1	70	b3556
NC_000913.3	3720400	3720471		plus	protein YsaE	ysaE	63925656	protein-coding		YP_010051206.1	23	b4793
NC_000913.3	3720448	3720632		minus	uncharacterized gene	mokA	5625573	pseudogene				b4647
NC_000913.3	3720448	3720600		minus	small toxic polypeptide	hokA	2847732	protein-coding		YP_026229.1	50	b4455
NC_000913.3	3720680	3721201		plus	insertion element IS150 protein InsA	insJ	948082	protein-coding		NP_418014.1	173	b3557
NC_000913.3	3721198	3722049		plus	IS150 family conserved protein InsB	insK	948081	protein-coding		NP_418015.1	283	b3558
NC_000913.3	3722077	3722111		plus	uncharacterized gene	sokA	5061523	pseudogene				b4614
NC_000913.3	3722328	3724397		minus	glycine--tRNA ligase subunit beta	glyS	948080	protein-coding		NP_418016.1	689	b3559
NC_000913.3	3724407	3725318		minus	glycine--tRNA ligase subunit alpha	glyQ	948079	protein-coding		NP_418017.1	303	b3560
NC_000913.3	3725413	3725712		minus	putative lipoprotein YsaB	ysaB	1450292	protein-coding		YP_588469.1	99	b4553
NC_000913.3	3725887	3726882		plus	O-acetyltransferase WecH	wecH	948077	protein-coding		NP_418018.1	331	b3561
NC_000913.3	3726924	3727361		minus	PF05360 family inner membrane protein YiaA	yiaA	948078	protein-coding		NP_418019.4	145	b3562
NC_000913.3	3727407	3727748		minus	PF05360 family inner membrane protein YiaB	yiaB	948152	protein-coding		NP_418020.2	113	b3563
NC_000913.3	3727917	3729371		minus	xylulokinase	xylB	948133	protein-coding		NP_418021.1	484	b3564
NC_000913.3	3729386	3729545		minus	small RNA XylZ	xylZ	71004573	ncRNA				b4834
NC_000913.3	3729443	3730765		minus	xylose isomerase	xylA	948141	protein-coding		NP_418022.1	440	b3565
NC_000913.3	3731131	3732123		plus	xylose ABC transporter periplasmic binding protein	xylF	948090	protein-coding		NP_418023.1	330	b3566
NC_000913.3	3732201	3733742		plus	xylose ABC transporter ATP binding subunit	xylG	948127	protein-coding		NP_418024.1	513	b3567
NC_000913.3	3733720	3734901		plus	xylose ABC transporter membrane subunit	xylH	948083	protein-coding		NP_418025.1	393	b3568
NC_000913.3	3734979	3736157		plus	DNA-binding transcriptional dual regulator XylR	xylR	948086	protein-coding		NP_418026.1	392	b3569
NC_000913.3	3736353	3737177		minus	putative glycoside hydrolase Bax	bax	948089	protein-coding		YP_026230.1	274	b3570
NC_000913.3	3737177	3737203		minus	putative translational regulatory protein BaxL	baxL	63925657	protein-coding		YP_010051207.1	8	b4794
NC_000913.3	3737497	3739527		plus	alpha-amylase	malS	948088	protein-coding		NP_418028.1	676	b3571
NC_000913.3	3739705	3740958		plus	valine--pyruvate aminotransferase	avtA	948087	protein-coding		YP_026231.1	417	b3572
NC_000913.3	3741109	3741582		minus	putative electron transport protein YsaA	ysaA	948085	protein-coding		NP_418030.1	157	b3573
NC_000913.3	3741684	3742532		minus	DNA-binding transcriptional repressor PlaR	plaR	948084	protein-coding		NP_418031.1	282	b3574
NC_000913.3	3742733	3743731		plus	2,3-diketo-L-gulonate reductase	yiaK	948096	protein-coding		NP_418032.1	332	b3575
NC_000913.3	3743743	3744210		plus	DUF386 domain-containing protein YiaL	yiaL	948094	protein-coding		NP_418033.1	155	b3576
NC_000913.3	3744328	3744801		plus	2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit	yiaM	948093	protein-coding		NP_418034.1	157	b3577
NC_000913.3	3744804	3746081		plus	2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit	yiaN	948092	protein-coding		YP_026232.1	425	b3578
NC_000913.3	3746094	3747080		plus	2,3-diketo-L-gulonate:Na(+) symporter - periplasmic binding protein	yiaO	948091	protein-coding		NP_418036.1	328	b3579
NC_000913.3	3747084	3748580		plus	L-xylulose kinase	lyxK	948101	protein-coding		NP_418037.1	498	b3580
NC_000913.3	3748577	3749239		plus	3-keto-L-gulonate-6-phosphate decarboxylase SgbH	sgbH	948098	protein-coding		NP_418038.1	220	b3581
NC_000913.3	3749232	3750092		plus	putative L-xylulose 5-phosphate 3-epimerase	sgbU	948100	protein-coding		NP_418039.2	286	b3582
NC_000913.3	3750086	3750781		plus	L-ribulose-5-phosphate 4-epimerase SgbE	sgbE	948099	protein-coding		NP_418040.1	231	b3583
NC_000913.3	3750813	3750914		minus	uncharacterized gene	ysaC	5625574	pseudogene				b4648
